x1,x2,y
3.066920919772502,3.346676187513081,2
3.866363682914992,3.159302519105468,2
3.774757635944096,3.0097951707483634,2
3.625326890612767,3.0224327100935544,2
2.551620155932646,3.6322175362315297,2
2.302886112285764,2.875291689049619,2
2.8919228367550027,3.5403442647261363,2
2.1060839921412478,2.824654729618538,2
3.200400228325885,2.844750096818424,2
3.202182262716227,3.409238161432407,2
2.9385460672956265,3.4515315418574155,2
2.5042130056474505,2.383791580902332,2
3.766544572999157,3.06622231016018,2
3.333511170361824,2.669899911241259,2
3.5994208029118417,3.0768705270391683,2
2.4521246706018336,4.782523097815769,3
1.872690326318525,5.1937829067928885,3
2.3289107002220812,3.9996228372168954,3
2.7115484678062587,4.369712029959748,3
1.6093384268877184,4.337282285109689,3
1.6906166152066713,4.46561159764654,3
1.9999020936588172,4.977882077859806,3
2.257194032212476,4.623426213566557,3
2.9056556318756424,4.50190978283731,3
1.3807331759882926,4.450611954635778,3
1.9063659493499778,4.518588290562139,3
2.3534534714681756,4.454612886631176,3
2.082585004116799,4.191126255714057,3
2.113733085260958,4.978502978772069,3
1.3551043945230905,4.033079489783303,3
2.0203787248508998,5.336847672806741,3
2.0598007689905162,4.024305391566807,3
1.627575268513574,4.40380061984566,3
2.042093181023022,4.607731277840649,3
2.0986446035337987,4.8758257567834455,3
1.3354631373769958,4.639741191303774,3
1.9976123134661536,3.6599640432214535,3
1.9722279213036469,4.203508866731146,3
1.8484450285442808,4.290435243369187,3
1.6887646733626849,4.036756180960078,3
2.101821128694494,5.436877025335445,3
1.9719125505340855,4.768471532403827,3
2.4342479299876323,4.66237426550625,3
1.2992187005020512,4.311716111177982,3
2.0402160541916823,4.126885371172869,3
1.6211203946422597,5.304783815935778,3
2.0231023740212803,5.250770221920629,3
2.7542946074015506,4.49200770673415,3
1.2914061765830112,4.216620581985488,3
2.5656643630462694,4.525226362371356,3
1.0302716483360586,4.544926866930658,3
1.649238487461393,4.691814181088658,3
2.2838473671111386,4.826481080275517,3
1.6235086599189206,4.9550917321841705,3
1.891640214085902,4.323484301524326,3
1.791322595116332,4.429571516365362,3
2.4176038925836405,4.17329336243777,3
1.8490941026247492,4.139661508499145,3
1.4385195131266195,4.962720651362227,3
2.123226883878271,4.296519591875253,3
2.1327603649785285,4.252752579586079,3
1.1631576775820087,4.1825773422883845,3
2.556542872911523,5.2419850612849475,3
2.3800907285989723,3.990179534447179,3
1.4912339269092323,4.151599383826672,3
